partida_id,rodata,mandante,visitante,formacao_mandante,formacao_visitante,vencedor,mandante_Placar,visitante_Placar,mandante_rodata,mandante_clube,mandante_chutes_no_alvo,mandante_posse_de_bola,mandante_passes,mandante_faltas,mandante_cartao_amarelo,mandante_cartao_vermelho,mandante_impedimentos,mandante_escanteios,visitante_rodata,visitante_clube,visitante_chutes_no_alvo,visitante_posse_de_bola,visitante_passes,visitante_faltas,visitante_cartao_amarelo,visitante_cartao_vermelho,visitante_impedimentos,visitante_escanteios
5554,19,Atletico-MG,Chapecoense,4-2-2-2,4-3-2-1,Atletico-MG,3,1,19,Atletico-MG,0,57%,507,15,0,0,3,5,19,Chapecoense,0,43%,379,12,1,0,3,3
5555,19,Corinthians,Cruzeiro,4-2-2-2,4-2-3-1,-,1,1,19,Corinthians,0,54%,485,15,4,0,2,6,19,Cruzeiro,0,46%,430,8,3,0,5,6
5557,20,Sport,Flamengo,4-2-3-1,4-2-3-1,Sport,1,0,20,Sport,0,37%,315,24,2,0,1,5,20,Flamengo,0,63%,522,15,3,0,0,9
5558,20,Ponte Preta,Figueirense,4-2-3-1,4-2-3-1,Ponte Preta,2,0,20,Ponte Preta,0,42%,272,21,2,0,1,11,20,Figueirense,0,58%,395,25,2,0,3,3
5559,20,Fluminense,America-MG,4-2-3-1,4-5-1,Fluminense,1,0,20,Fluminense,0,60%,482,12,2,0,2,9,20,America-MG,0,40%,331,28,5,0,0,2
5560,20,Gremio,Corinthians,4-2-3-1,4-2-2-2,Gremio,3,0,20,Gremio,0,39%,349,15,4,0,3,6,20,Corinthians,0,61%,509,14,1,0,0,10
5563,20,Vitoria,Santa Cruz,4-2-3-1,4-2-3-1,-,2,2,20,Vitoria,0,53%,398,15,1,0,2,3,20,Santa Cruz,0,47%,343,20,2,0,9,5
5561,20,Cruzeiro,Coritiba,4-2-3-1,4-4-2,-,2,2,20,Cruzeiro,0,67%,503,15,2,0,4,4,20,Coritiba,0,33%,256,20,4,0,2,5
5562,20,Santos,Atletico-MG,4-2-3-1,4-4-2,Santos,3,0,20,Santos,0,37%,314,24,4,0,1,4,20,Atletico-MG,0,63%,530,9,4,0,3,7
5564,20,Sao Paulo,Botafogo-RJ,4-3-3,4-3-1-2,Botafogo-RJ,0,1,20,Sao Paulo,0,63%,491,11,2,0,2,8,20,Botafogo-RJ,0,37%,295,14,2,0,1,7
5565,20,Athletico-PR,Palmeiras,4-2-3-1,4-2-4-0,Palmeiras,0,1,20,Athletico-PR,0,58%,485,12,3,0,1,4,20,Palmeiras,0,42%,350,15,3,0,3,7
5566,20,Chapecoense,Internacional,4-3-2-1,4-2-3-1,Chapecoense,1,0,20,Chapecoense,0,58%,360,15,1,0,1,2,20,Internacional,0,42%,266,18,2,0,0,5
5567,21,America-MG,Chapecoense,4-5-1,4-3-2-1,Chapecoense,1,2,21,America-MG,0,51%,412,13,1,0,0,6,21,Chapecoense,0,49%,396,10,1,0,0,4
5568,21,Botafogo-RJ,Sport,4-3-2-1,4-2-3-1,Botafogo-RJ,3,0,21,Botafogo-RJ,0,44%,378,19,1,0,1,3,21,Sport,0,56%,483,12,2,0,1,2
5570,21,Atletico-MG,Athletico-PR,4-2-3-1,5-4-1,Atletico-MG,1,0,21,Atletico-MG,0,61%,509,15,0,0,1,6,21,Athletico-PR,0,39%,332,15,2,0,0,5
5569,21,Flamengo,Gremio,4-2-3-1,4-2-3-1,Flamengo,2,1,21,Flamengo,0,51%,433,14,2,0,1,7,21,Gremio,0,49%,434,16,1,0,1,4
5573,21,Palmeiras,Ponte Preta,4-2-3-1,4-2-3-1,-,2,2,21,Palmeiras,0,66%,455,12,3,0,2,4,21,Ponte Preta,0,34%,238,22,6,0,0,9
5572,21,Santa Cruz,Fluminense,4-2-3-1,4-2-2-2,Fluminense,0,1,21,Santa Cruz,0,59%,484,16,0,0,2,8,21,Fluminense,0,41%,341,16,2,0,1,4
5571,21,Internacional,Sao Paulo,4-2-3-1,4-2-3-1,-,1,1,21,Internacional,0,59%,454,9,1,0,2,8,21,Sao Paulo,0,41%,346,22,2,0,0,0
5574,21,Coritiba,Santos,4-1-4-1,4-2-3-1,Coritiba,2,1,21,Coritiba,0,51%,403,13,1,0,4,5,21,Santos,0,49%,410,16,3,0,5,5
5575,21,Figueirense,Cruzeiro,4-2-3-1,4-2-3-1,Cruzeiro,1,2,21,Figueirense,0,49%,389,20,3,1,1,8,21,Cruzeiro,0,51%,416,24,5,0,3,2
5576,21,Corinthians,Vitoria,4-1-4-1,4-2-3-1,Corinthians,2,1,21,Corinthians,0,56%,484,15,2,0,1,8,21,Vitoria,0,44%,385,20,4,0,2,3
5577,22,Ponte Preta,Corinthians,4-2-3-1,4-1-4-1,Ponte Preta,2,0,22,Ponte Preta,0,52%,471,15,2,0,6,8,22,Corinthians,0,48%,458,8,1,1,0,0
5579,22,Santos,Figueirense,4-2-3-1,4-2-3-1,Figueirense,0,1,22,Santos,0,73%,611,13,3,0,3,11,22,Figueirense,0,27%,242,12,2,0,2,3
5578,22,Cruzeiro,Santa Cruz,4-2-3-1,4-2-3-1,Cruzeiro,2,0,22,Cruzeiro,0,46%,374,17,3,0,3,8,22,Santa Cruz,0,54%,428,13,3,0,4,6
5580,22,Gremio,Atletico-MG,4-3-2-1,4-2-2-2,-,1,1,22,Gremio,0,62%,623,18,4,0,1,7,22,Atletico-MG,0,38%,383,17,4,0,1,0
5581,22,Fluminense,Palmeiras,4-2-3-1,4-3-3,Palmeiras,0,2,22,Fluminense,0,59%,428,17,7,0,2,5,22,Palmeiras,0,41%,304,20,5,0,2,5
5582,22,Chapecoense,Flamengo,4-3-2-1,4-2-3-1,Flamengo,1,3,22,Chapecoense,0,43%,351,15,4,0,1,6,22,Flamengo,0,57%,492,13,0,0,2,3
5584,22,Sport,Internacional,4-2-3-1,4-2-3-1,-,1,1,22,Sport,0,63%,474,18,4,0,0,9,22,Internacional,0,37%,288,19,5,0,2,4
5585,22,Vitoria,America-MG,4-2-3-1,4-5-1,Vitoria,2,1,22,Vitoria,0,48%,379,20,3,0,1,4,22,America-MG,0,52%,389,19,5,0,4,8
5586,22,Athletico-PR,Botafogo-RJ,4-2-3-1,4-3-1-2,Athletico-PR,1,0,22,Athletico-PR,0,42%,344,12,3,0,0,6,22,Botafogo-RJ,0,58%,477,14,2,0,3,6
5546,18,Fluminense,Figueirense,4-2-3-1,4-2-3-1,Fluminense,3,2,18,Fluminense,0,54%,323,21,3,0,4,11,18,Figueirense,0,46%,306,15,3,0,1,4
5556,19,Botafogo-RJ,Gremio,4-3-3,4-3-3,Botafogo-RJ,2,1,19,Botafogo-RJ,0,37%,292,16,3,0,4,6,19,Gremio,0,63%,507,25,4,0,1,4
5587,23,Santa Cruz,Chapecoense,4-2-3-1,4-2-3-1,-,2,2,23,Santa Cruz,0,55%,417,9,2,1,2,11,23,Chapecoense,0,45%,362,18,3,0,7,4
5589,23,Botafogo-RJ,Fluminense,4-3-1-2,4-2-3-1,Botafogo-RJ,1,0,23,Botafogo-RJ,0,36%,278,22,5,0,3,3,23,Fluminense,0,64%,465,15,2,0,1,9
5588,23,Figueirense,Athletico-PR,4-4-1-1,4-2-3-1,Figueirense,1,0,23,Figueirense,0,45%,339,16,1,0,3,3,23,Athletico-PR,0,55%,405,20,2,0,1,7
5590,23,Atletico-MG,Vitoria,4-2-3-1,4-2-3-1,Atletico-MG,2,1,23,Atletico-MG,0,51%,406,17,2,0,3,5,23,Vitoria,0,49%,394,17,5,0,5,6
5591,23,Palmeiras,Sao Paulo,4-3-3,4-2-3-1,Palmeiras,2,1,23,Palmeiras,0,51%,335,20,3,0,1,6,23,Sao Paulo,0,49%,328,19,3,0,3,2
5593,23,Coritiba,Gremio,4-4-2,4-3-3,Coritiba,4,0,23,Coritiba,0,39%,370,15,3,0,0,5,23,Gremio,0,61%,576,9,0,0,3,2
5592,23,Flamengo,Ponte Preta,4-2-3-1,4-1-4-1,Flamengo,2,1,23,Flamengo,0,64%,446,15,1,0,2,10,23,Ponte Preta,0,36%,262,19,3,0,2,0
5594,23,Corinthians,Sport,4-1-4-1,4-2-3-1,Corinthians,3,0,23,Corinthians,0,51%,447,15,2,0,1,2,23,Sport,0,49%,433,17,2,0,5,8
5595,23,America-MG,Cruzeiro,4-4-1-1,4-2-3-1,Cruzeiro,0,2,23,America-MG,0,62%,586,19,1,0,0,1,23,Cruzeiro,0,38%,370,13,2,0,5,3
5596,23,Internacional,Santos,4-2-3-1,4-2-3-1,Internacional,2,1,23,Internacional,0,59%,484,19,4,0,5,10,23,Santos,0,41%,341,8,3,1,2,5
5597,24,Vitoria,Flamengo,4-1-4-1,4-2-3-1,Flamengo,1,2,24,Vitoria,0,45%,409,14,1,1,1,6,24,Flamengo,0,55%,494,8,1,0,4,6
5599,24,Sao Paulo,Figueirense,4-2-3-1,4-4-1-1,Sao Paulo,3,1,24,Sao Paulo,0,60%,456,25,2,0,1,10,24,Figueirense,0,40%,325,17,2,0,0,3
5598,24,Chapecoense,Coritiba,4-4-2,4-2-3-1,Chapecoense,1,0,24,Chapecoense,0,47%,353,20,2,0,3,4,24,Coritiba,0,53%,395,16,3,0,2,7
5600,24,Cruzeiro,Botafogo-RJ,4-2-3-1,4-3-1-2,Botafogo-RJ,0,2,24,Cruzeiro,0,62%,480,16,4,0,4,9,24,Botafogo-RJ,0,38%,312,16,2,0,2,1
5602,24,Athletico-PR,Internacional,4-2-3-1,4-2-3-1,Athletico-PR,2,1,24,Athletico-PR,0,53%,360,11,0,0,1,7,24,Internacional,0,47%,327,12,2,0,1,4
5601,24,Sport,Santa Cruz,4-2-3-1,4-2-3-1,Sport,5,3,24,Sport,0,64%,459,14,2,1,3,11,24,Santa Cruz,0,36%,276,18,1,1,0,4
5603,24,Santos,Corinthians,4-2-3-1,4-1-4-1,Santos,2,1,24,Santos,0,52%,402,18,2,0,3,6,24,Corinthians,0,48%,384,17,1,0,1,3
5604,24,Ponte Preta,America-MG,4-1-4-1,4-1-4-1,-,1,1,24,Ponte Preta,0,59%,431,10,2,0,3,9,24,America-MG,0,41%,305,12,1,0,1,5
5606,24,Fluminense,Atletico-MG,4-2-3-1,4-4-2,Fluminense,4,2,24,Fluminense,0,49%,444,14,1,0,5,7,24,Atletico-MG,0,51%,458,16,4,0,1,2
5607,25,Botafogo-RJ,Santos,4-3-1-2,4-2-3-1,Santos,0,1,25,Botafogo-RJ,0,59%,523,10,2,0,2,12,25,Santos,0,41%,403,10,1,0,3,2
5608,25,Figueirense,America-MG,4-4-1-1,4-1-4-1,-,2,2,25,Figueirense,0,47%,368,17,0,0,1,4,25,America-MG,0,53%,386,13,1,1,2,8
5610,25,Santa Cruz,Athletico-PR,4-2-3-1,4-2-3-1,Santa Cruz,1,0,25,Santa Cruz,0,57%,492,12,3,0,1,15,25,Athletico-PR,0,43%,399,13,4,0,0,3
5609,25,Ponte Preta,Gremio,4-1-4-1,4-2-3-1,Ponte Preta,3,0,25,Ponte Preta,0,40%,313,16,2,0,5,5,25,Gremio,0,60%,488,18,1,0,3,3
5611,25,Coritiba,Corinthians,4-1-4-1,4-1-4-1,-,1,1,25,Coritiba,0,41%,368,15,2,1,4,4,25,Corinthians,0,59%,526,12,1,0,5,5
5612,25,Palmeiras,Flamengo,4-3-3,4-2-3-1,-,1,1,25,Palmeiras,0,65%,452,13,2,0,0,4,25,Flamengo,0,35%,252,13,0,1,0,5
5614,25,Fluminense,Chapecoense,4-2-3-1,4-1-4-1,Chapecoense,1,2,25,Fluminense,0,59%,529,19,3,0,2,8,25,Chapecoense,0,41%,381,18,4,0,2,2
5613,25,Atletico-MG,Sport,4-4-2,4-2-3-1,Atletico-MG,1,0,25,Atletico-MG,0,63%,612,13,0,0,1,3,25,Sport,0,37%,376,15,1,1,1,4
5616,25,Internacional,Vitoria,4-2-3-1,4-4-1-1,Vitoria,0,1,25,Internacional,0,66%,519,18,3,0,3,8,25,Vitoria,0,34%,279,24,5,0,1,2
5615,25,Sao Paulo,Cruzeiro,4-1-4-1,4-2-3-1,Sao Paulo,1,0,25,Sao Paulo,0,54%,512,14,0,0,2,2,25,Cruzeiro,0,46%,436,8,0,1,0,5
5617,26,Corinthians,Palmeiras,4-1-4-1,4-3-3,Palmeiras,0,2,26,Corinthians,0,67%,635,16,1,1,0,9,26,Palmeiras,0,33%,325,16,4,0,1,1
5618,26,Flamengo,Figueirense,4-2-3-1,4-2-3-1,Flamengo,2,0,26,Flamengo,0,65%,565,16,2,0,0,9,26,Figueirense,0,35%,311,17,2,1,0,1
5619,26,Cruzeiro,Atletico-MG,4-2-3-1,4-2-3-1,-,1,1,26,Cruzeiro,0,48%,377,12,0,1,2,4,26,Atletico-MG,0,52%,420,23,2,0,2,2
5621,26,Gremio,Fluminense,4-2-3-1,4-2-3-1,Fluminense,0,1,26,Gremio,0,68%,645,17,4,0,1,9,26,Fluminense,0,32%,317,11,3,0,6,1
5623,26,Athletico-PR,Sao Paulo,4-2-3-1,4-2-3-1,Athletico-PR,1,0,26,Athletico-PR,0,43%,372,12,1,0,2,5,26,Sao Paulo,0,57%,476,12,1,0,2,4
5620,26,Sport,Coritiba,4-2-3-1,4-1-4-1,Coritiba,0,1,26,Sport,0,66%,464,20,0,0,3,8,26,Coritiba,0,34%,253,21,1,0,3,1
5622,26,Chapecoense,Ponte Preta,4-1-4-1,4-1-4-1,-,2,2,26,Chapecoense,0,57%,455,16,2,0,3,7,26,Ponte Preta,0,43%,362,12,0,0,4,6
5624,26,Santos,Santa Cruz,4-2-3-1,4-2-3-1,Santos,3,2,26,Santos,0,49%,463,13,1,0,5,3,26,Santa Cruz,0,51%,458,11,1,0,2,5
5625,26,Vitoria,Botafogo-RJ,4-2-3-1,4-4-1-1,Botafogo-RJ,0,1,26,Vitoria,0,64%,439,15,2,0,2,7,26,Botafogo-RJ,0,36%,269,24,5,0,2,1
5626,26,America-MG,Internacional,4-1-4-1,4-1-4-1,America-MG,1,0,26,America-MG,0,43%,313,12,1,0,0,4,26,Internacional,0,57%,405,14,2,0,2,6
5627,27,Palmeiras,Coritiba,4-2-3-1,4-4-1-1,Palmeiras,2,1,27,Palmeiras,0,59%,453,13,2,0,4,4,27,Coritiba,0,41%,325,24,3,0,0,2
5628,27,Sport,Santos,4-2-3-1,4-2-3-1,Sport,1,0,27,Sport,0,40%,312,20,3,0,2,4,27,Santos,0,60%,474,11,1,1,2,5
5629,27,America-MG,Botafogo-RJ,4-1-4-1,4-3-1-2,America-MG,1,0,27,America-MG,0,43%,374,16,2,0,1,5,27,Botafogo-RJ,0,57%,493,12,3,0,5,7
5630,27,Athletico-PR,Ponte Preta,4-2-3-1,4-1-4-1,Athletico-PR,3,0,27,Athletico-PR,0,69%,614,11,2,0,1,10,27,Ponte Preta,0,31%,290,20,5,1,1,3
5631,27,Figueirense,Santa Cruz,4-2-3-1,4-1-4-1,Figueirense,3,1,27,Figueirense,0,33%,307,19,1,0,5,3,27,Santa Cruz,0,67%,583,12,5,0,0,8
5632,27,Vitoria,Sao Paulo,4-2-3-1,4-2-3-1,Vitoria,2,0,27,Vitoria,0,44%,311,21,4,0,0,6,27,Sao Paulo,0,56%,406,19,3,0,5,5
5633,27,Corinthians,Fluminense,4-1-4-1,4-3-3,Fluminense,0,1,27,Corinthians,0,57%,498,19,4,0,0,4,27,Fluminense,0,43%,381,15,3,0,2,8
5635,27,Gremio,Chapecoense,4-2-3-1,4-1-4-1,Gremio,1,0,27,Gremio,0,47%,510,13,2,0,2,3,27,Chapecoense,0,53%,560,12,2,0,0,3
5634,27,Flamengo,Cruzeiro,4-2-3-1,4-2-3-1,Flamengo,2,1,27,Flamengo,0,59%,520,13,1,0,6,8,27,Cruzeiro,0,41%,375,12,2,0,1,3
5636,27,Atletico-MG,Internacional,4-2-3-1,4-2-3-1,Atletico-MG,3,1,27,Atletico-MG,0,57%,509,11,2,0,0,5,27,Internacional,0,43%,388,17,2,0,2,6
5637,28,Fluminense,Sport,4-2-3-1,4-2-3-1,Fluminense,3,1,28,Fluminense,0,61%,530,11,1,0,4,6,28,Sport,0,39%,341,30,3,0,2,6
5639,28,Chapecoense,Vitoria,4-1-4-1,4-2-3-1,Vitoria,1,4,28,Chapecoense,0,62%,468,18,1,0,5,2,28,Vitoria,0,38%,296,18,2,0,1,2
5640,28,Santos,Athletico-PR,4-2-3-1,4-3-2-1,Santos,2,0,28,Santos,0,45%,448,10,2,0,2,6,28,Athletico-PR,0,55%,541,13,1,0,3,3
5641,28,Botafogo-RJ,Corinthians,4-4-1-1,4-1-4-1,Botafogo-RJ,2,0,28,Botafogo-RJ,0,43%,396,23,4,0,6,2,28,Corinthians,0,57%,495,16,4,0,0,8
5642,28,Ponte Preta,Atletico-MG,4-1-4-1,4-2-3-1,Atletico-MG,1,2,28,Ponte Preta,0,57%,405,25,2,0,3,8,28,Atletico-MG,0,43%,319,16,2,0,0,2
5643,28,Cruzeiro,Gremio,4-2-3-1,4-2-3-1,Cruzeiro,1,0,28,Cruzeiro,0,53%,425,19,3,0,3,11,28,Gremio,0,47%,424,20,3,0,1,1
5644,28,Internacional,Figueirense,4-2-3-1,4-4-1-1,Internacional,1,0,28,Internacional,0,41%,281,32,2,0,0,2,28,Figueirense,0,59%,410,19,2,0,2,0
5645,28,Santa Cruz,Palmeiras,4-2-3-1,4-2-3-1,Palmeiras,2,3,28,Santa Cruz,0,47%,378,20,6,0,2,9,28,Palmeiras,0,53%,426,12,3,0,1,6
5646,28,Coritiba,America-MG,4-2-3-1,4-1-4-1,Coritiba,3,0,28,Coritiba,0,54%,453,17,2,0,2,4,28,America-MG,0,46%,386,15,2,0,1,4
5648,29,Vitoria,Gremio,4-2-3-1,4-2-3-1,Gremio,0,1,29,Vitoria,0,58%,453,16,3,0,0,6,29,Gremio,0,42%,357,19,3,0,3,2
5647,29,Athletico-PR,Chapecoense,4-2-3-1,5-4-1,Athletico-PR,3,1,29,Athletico-PR,0,58%,457,9,2,0,5,7,29,Chapecoense,0,42%,336,14,3,0,2,1
5651,29,Sport,Sao Paulo,4-2-3-1,4-1-4-1,-,1,1,29,Sport,0,46%,386,19,0,0,1,1,29,Sao Paulo,0,54%,463,17,2,0,2,5
5652,29,Internacional,Coritiba,Formação Desconhecida,Formação Desconhecida,Internacional,1,0,29,Internacional,0,55%,426,15,2,0,0,3,29,Coritiba,0,45%,364,14,4,0,2,3
5653,29,Cruzeiro,Ponte Preta,4-2-3-1,4-1-4-1,Cruzeiro,2,0,29,Cruzeiro,0,55%,504,15,2,0,5,3,29,Ponte Preta,0,45%,410,25,2,0,0,2
5654,29,Flamengo,Santa Cruz,4-2-3-1,4-2-3-1,Flamengo,3,0,29,Flamengo,0,62%,508,11,1,0,4,7,29,Santa Cruz,0,38%,325,12,0,1,3,5
5655,29,America-MG,Palmeiras,4-1-4-1,4-3-3,Palmeiras,0,2,29,America-MG,0,52%,458,17,2,1,0,1,29,Palmeiras,0,48%,437,10,1,0,1,4
5656,29,Figueirense,Botafogo-RJ,4-2-3-1,4-3-1-2,Botafogo-RJ,0,1,29,Figueirense,0,51%,421,14,2,0,5,7,29,Botafogo-RJ,0,49%,408,13,2,0,1,8
5657,30,Chapecoense,Sport,4-4-1-1,4-2-3-1,Chapecoense,3,0,30,Chapecoense,0,46%,366,16,1,0,2,5,30,Sport,0,54%,443,19,1,1,1,2
5659,30,Santa Cruz,Corinthians,4-2-3-1,4-1-4-1,Corinthians,2,4,30,Santa Cruz,0,45%,437,8,2,0,8,4,30,Corinthians,0,55%,518,7,2,0,1,4
5660,30,Botafogo-RJ,Internacional,4-3-1-2,4-2-3-1,Botafogo-RJ,1,0,30,Botafogo-RJ,0,53%,385,17,3,0,0,4,30,Internacional,0,47%,346,15,2,0,0,7
5662,30,Ponte Preta,Vitoria,4-1-4-1,4-2-3-1,Ponte Preta,2,0,30,Ponte Preta,0,43%,274,23,4,0,3,4,30,Vitoria,0,57%,369,12,2,0,4,3
5666,30,Gremio,Athletico-PR,4-2-3-1,4-2-3-1,Gremio,1,0,30,Gremio,0,57%,573,16,2,0,0,9,30,Athletico-PR,0,43%,438,13,3,0,0,4
5664,30,Fluminense,Flamengo,4-2-3-1,4-2-3-1,Flamengo,1,2,30,Fluminense,0,59%,395,14,3,0,1,4,30,Flamengo,0,41%,286,21,3,0,1,4
5665,30,Sao Paulo,Santos,4-1-4-1,4-2-3-1,Santos,0,1,30,Sao Paulo,0,51%,421,16,2,0,2,9,30,Santos,0,49%,436,18,3,0,2,3
5667,31,Botafogo-RJ,Atletico-MG,4-3-1-2,4-2-3-1,Botafogo-RJ,3,2,31,Botafogo-RJ,0,40%,332,16,2,0,6,5,31,Atletico-MG,0,60%,484,13,4,0,1,8
5669,31,Athletico-PR,Coritiba,4-2-3-1,4-2-3-1,Athletico-PR,2,0,31,Athletico-PR,0,43%,333,18,0,0,1,5,31,Coritiba,0,57%,436,14,3,0,2,6
5670,31,Internacional,Flamengo,4-2-3-1,4-2-3-1,Internacional,2,1,31,Internacional,0,44%,340,22,3,0,1,6,31,Flamengo,0,56%,435,13,1,0,1,2
5671,31,Figueirense,Palmeiras,4-1-4-1,4-3-3,Palmeiras,1,2,31,Figueirense,0,48%,285,18,4,0,2,2,31,Palmeiras,0,52%,302,29,3,0,2,7
5672,31,Corinthians,America-MG,4-1-4-1,4-1-4-1,Corinthians,2,0,31,Corinthians,0,61%,609,11,2,0,4,4,31,America-MG,0,39%,391,10,1,0,3,4
5673,31,Ponte Preta,Santa Cruz,4-1-4-1,4-2-3-1,Ponte Preta,3,0,31,Ponte Preta,0,39%,333,19,0,0,2,4,31,Santa Cruz,0,61%,524,17,2,0,4,4
5675,31,Sport,Vitoria,4-2-3-1,4-2-3-1,Sport,1,0,31,Sport,0,55%,354,9,1,0,2,10,31,Vitoria,0,45%,294,20,3,1,0,7
5674,31,Santos,Gremio,4-2-3-1,4-2-3-1,-,1,1,31,Santos,0,68%,615,13,1,0,0,9,31,Gremio,0,32%,301,20,7,0,1,1
5676,31,Fluminense,Sao Paulo,4-2-3-1,4-2-3-1,Sao Paulo,1,2,31,Fluminense,0,43%,316,8,1,0,1,3,31,Sao Paulo,0,57%,400,18,4,0,3,3
5677,32,Santa Cruz,Botafogo-RJ,4-2-3-1,4-3-1-2,Botafogo-RJ,0,1,32,Santa Cruz,0,59%,464,12,0,0,2,7,32,Botafogo-RJ,0,41%,331,15,2,0,1,5
5678,32,Sao Paulo,Ponte Preta,4-2-3-1,4-1-4-1,Sao Paulo,2,0,32,Sao Paulo,0,60%,427,16,0,0,2,7,32,Ponte Preta,0,40%,288,15,1,0,2,9
5679,32,Flamengo,Corinthians,4-2-3-1,4-1-4-1,-,2,2,32,Flamengo,0,64%,463,13,2,0,6,13,32,Corinthians,0,36%,278,19,3,1,1,2
5680,32,Vitoria,Cruzeiro,4-2-3-1,4-3-3,Cruzeiro,0,1,32,Vitoria,0,57%,402,20,2,0,2,3,32,Cruzeiro,0,43%,314,16,2,1,1,6
5681,32,Palmeiras,Sport,4-3-3,4-2-3-1,Palmeiras,2,1,32,Palmeiras,0,44%,284,26,3,0,0,5,32,Sport,0,56%,345,23,2,0,3,8
5683,32,Coritiba,Fluminense,4-2-3-1,4-2-3-1,-,1,1,32,Coritiba,0,52%,449,12,0,1,1,2,32,Fluminense,0,48%,426,17,4,0,4,2
5684,32,Atletico-MG,Figueirense,4-2-3-1,4-1-4-1,Atletico-MG,3,0,32,Atletico-MG,0,54%,409,16,2,0,2,4,32,Figueirense,0,46%,352,15,3,2,3,3
5685,32,Chapecoense,Santos,4-1-4-1,4-2-3-1,Santos,0,1,32,Chapecoense,0,59%,469,13,2,0,2,11,32,Santos,0,41%,368,16,3,0,4,1
5687,33,Sport,Ponte Preta,4-2-3-1,4-1-4-1,Sport,1,0,33,Sport,0,57%,428,12,2,0,2,3,33,Ponte Preta,0,43%,330,23,3,0,0,1
5688,33,Fluminense,Vitoria,4-2-3-1,4-3-3,-,2,2,33,Fluminense,0,59%,401,20,3,0,8,9,33,Vitoria,0,41%,279,22,2,0,2,2
5689,33,Atletico-MG,Flamengo,4-2-3-1,4-2-3-1,-,2,2,33,Atletico-MG,0,48%,343,12,0,0,4,7,33,Flamengo,0,52%,374,14,1,0,2,6
5691,33,Corinthians,Chapecoense,4-1-4-1,4-1-4-1,-,1,1,33,Corinthians,0,56%,488,11,1,0,1,7,33,Chapecoense,0,44%,387,18,2,0,5,5
5690,33,Athletico-PR,Cruzeiro,4-2-3-1,4-3-3,Athletico-PR,1,0,33,Athletico-PR,0,43%,395,17,1,0,2,6,33,Cruzeiro,0,57%,535,13,1,0,3,4
5693,33,Internacional,Santa Cruz,4-2-3-1,4-2-3-1,-,1,1,33,Internacional,0,47%,416,15,2,1,3,7,33,Santa Cruz,0,53%,476,11,2,0,1,2
5695,33,Santos,Palmeiras,4-2-3-1,4-3-3,Santos,1,0,33,Santos,0,46%,374,20,4,0,3,6,33,Palmeiras,0,54%,442,22,3,0,1,2
5696,33,America-MG,Sao Paulo,4-1-4-1,4-2-3-1,America-MG,1,0,33,America-MG,0,30%,236,17,0,0,1,4,33,Sao Paulo,0,70%,517,8,1,0,7,11
5698,34,Sao Paulo,Corinthians,4-2-3-1,4-1-4-1,Sao Paulo,4,0,34,Sao Paulo,0,42%,369,21,3,0,0,3,34,Corinthians,0,58%,508,19,4,0,0,4
5699,34,Ponte Preta,Santos,4-1-4-1,4-2-3-1,Santos,1,2,34,Ponte Preta,0,36%,247,20,1,0,4,4,34,Santos,0,64%,447,19,1,0,3,5
5700,34,Santa Cruz,America-MG,4-2-3-1,4-1-4-1,Santa Cruz,1,0,34,Santa Cruz,0,55%,564,10,1,0,4,5,34,America-MG,0,45%,461,9,1,0,1,5
5703,34,Vitoria,Athletico-PR,4-3-3,4-2-3-1,Vitoria,3,2,34,Vitoria,0,53%,353,13,2,0,2,9,34,Athletico-PR,0,47%,337,18,2,0,4,2
5701,34,Cruzeiro,Fluminense,4-2-3-1,4-2-3-1,Cruzeiro,4,2,34,Cruzeiro,0,45%,452,14,2,0,1,5,34,Fluminense,0,55%,543,7,1,0,1,5
5704,34,Coritiba,Atletico-MG,4-1-4-1,4-2-3-1,Coritiba,2,0,34,Coritiba,0,32%,296,12,1,0,1,5,34,Atletico-MG,0,68%,621,11,3,0,1,2
5705,34,Chapecoense,Figueirense,4-1-4-1,4-1-4-1,Chapecoense,1,0,34,Chapecoense,0,57%,381,16,1,0,2,8,34,Figueirense,0,43%,299,20,2,1,2,4
5706,34,Gremio,Sport,4-2-3-1,4-2-3-1,Sport,0,3,34,Gremio,0,55%,542,11,4,0,0,5,34,Sport,0,45%,453,10,3,0,0,0
5707,35,Fluminense,Athletico-PR,4-2-3-1,4-2-3-1,-,1,1,35,Fluminense,0,48%,394,14,3,0,5,4,35,Athletico-PR,0,52%,420,16,3,0,2,4
5708,35,Botafogo-RJ,Chapecoense,4-2-3-1,4-1-4-1,Chapecoense,0,2,35,Botafogo-RJ,0,65%,454,15,3,0,2,12,35,Chapecoense,0,35%,255,18,1,0,2,6
5709,35,Coritiba,Santa Cruz,4-3-3,4-2-3-1,Coritiba,1,0,35,Coritiba,0,54%,469,18,3,0,1,0,35,Santa Cruz,0,46%,406,13,2,0,1,5
5710,35,Sport,Cruzeiro,4-2-3-1,4-2-3-1,Cruzeiro,0,1,35,Sport,0,54%,441,10,2,0,0,7,35,Cruzeiro,0,46%,398,11,2,0,4,7
5711,35,America-MG,Flamengo,4-1-4-1,4-2-3-1,Flamengo,0,1,35,America-MG,0,40%,336,13,1,0,4,5,35,Flamengo,0,60%,495,11,0,0,1,10
