partida_id,rodata,mandante,visitante,formacao_mandante,formacao_visitante,vencedor,mandante_Placar,visitante_Placar,mandante_rodata,mandante_clube,mandante_chutes_no_alvo,mandante_posse_de_bola,mandante_passes,mandante_faltas,mandante_cartao_amarelo,mandante_cartao_vermelho,mandante_impedimentos,mandante_escanteios,visitante_rodata,visitante_clube,visitante_chutes_no_alvo,visitante_posse_de_bola,visitante_passes,visitante_faltas,visitante_cartao_amarelo,visitante_cartao_vermelho,visitante_impedimentos,visitante_escanteios
4607,1,Fluminense,Figueirense,Formação Desconhecida,Formação Desconhecida,Fluminense,3,0,1,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0,1,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4608,1,Internacional,Vitoria,Formação Desconhecida,Formação Desconhecida,Internacional,1,0,1,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0,1,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0
4612,1,Bahia,Cruzeiro,Formação Desconhecida,Formação Desconhecida,Cruzeiro,1,2,1,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0,1,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0
4611,1,Sao Paulo,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,Sao Paulo,3,0,1,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0,1,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
4610,1,Athletico-PR,Gremio,Formação Desconhecida,Formação Desconhecida,Athletico-PR,1,0,1,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0,1,Gremio,0,Porcentagem Desconhecida,0,0,0,0,0,0
4615,1,Santos,Sport,Formação Desconhecida,Formação Desconhecida,-,1,1,1,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0,1,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0
4616,1,Criciuma,Palmeiras,Formação Desconhecida,Formação Desconhecida,Palmeiras,1,2,1,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0,1,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0
4618,2,Palmeiras,Fluminense,Formação Desconhecida,Formação Desconhecida,Fluminense,0,1,2,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4620,2,Vitoria,Athletico-PR,Formação Desconhecida,Formação Desconhecida,-,2,2,2,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0
4622,2,Cruzeiro,Sao Paulo,Formação Desconhecida,Formação Desconhecida,-,1,1,2,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4619,2,Botafogo-RJ,Internacional,Formação Desconhecida,Formação Desconhecida,-,2,2,2,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0
4621,2,Corinthians,Flamengo,Formação Desconhecida,Formação Desconhecida,Corinthians,2,0,2,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4626,2,Sport,Chapecoense,Formação Desconhecida,Formação Desconhecida,Sport,2,1,2,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4623,2,Figueirense,Bahia,Formação Desconhecida,Formação Desconhecida,Bahia,0,2,2,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0
4624,2,Gremio,Atletico-MG,Formação Desconhecida,Formação Desconhecida,Gremio,2,1,2,Gremio,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0
4625,2,Goias,Criciuma,Formação Desconhecida,Formação Desconhecida,Goias,1,0,2,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0,2,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0
4628,3,Athletico-PR,Cruzeiro,Formação Desconhecida,Formação Desconhecida,Cruzeiro,2,3,3,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0
4629,3,Sao Paulo,Coritiba,Formação Desconhecida,Formação Desconhecida,-,2,2,3,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0
4630,3,Fluminense,Vitoria,Formação Desconhecida,Formação Desconhecida,Vitoria,1,2,3,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0
4631,3,Criciuma,Figueirense,Formação Desconhecida,Formação Desconhecida,Criciuma,1,0,3,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4634,3,Flamengo,Palmeiras,Formação Desconhecida,Formação Desconhecida,Flamengo,4,2,3,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0
4633,3,Bahia,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,Bahia,1,0,3,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
4632,3,Internacional,Sport,Formação Desconhecida,Formação Desconhecida,Internacional,2,1,3,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0
4635,3,Chapecoense,Corinthians,Formação Desconhecida,Formação Desconhecida,Corinthians,0,1,3,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0
4636,3,Atletico-MG,Goias,Formação Desconhecida,Formação Desconhecida,Goias,0,1,3,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0,3,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0
4638,4,Palmeiras,Goias,Formação Desconhecida,Formação Desconhecida,Palmeiras,2,0,4,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0
4637,4,Internacional,Athletico-PR,Formação Desconhecida,Formação Desconhecida,Internacional,2,1,4,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0
4639,4,Botafogo-RJ,Criciuma,Formação Desconhecida,Formação Desconhecida,Botafogo-RJ,6,0,4,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0
4642,4,Atletico-MG,Cruzeiro,Formação Desconhecida,Formação Desconhecida,Atletico-MG,2,1,4,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0
4640,4,Chapecoense,Gremio,Formação Desconhecida,Formação Desconhecida,Gremio,1,2,4,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Gremio,0,Porcentagem Desconhecida,0,0,0,0,0,0
4641,4,Fluminense,Flamengo,Formação Desconhecida,Formação Desconhecida,Fluminense,2,0,4,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4643,4,Sao Paulo,Corinthians,Formação Desconhecida,Formação Desconhecida,-,1,1,4,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0
4644,4,Figueirense,Santos,Formação Desconhecida,Formação Desconhecida,Santos,0,2,4,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0
4645,4,Coritiba,Sport,Formação Desconhecida,Formação Desconhecida,Sport,0,1,4,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0
4646,4,Bahia,Vitoria,Formação Desconhecida,Formação Desconhecida,-,1,1,4,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0,4,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0
4647,5,Goias,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,Goias,2,0,5,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0,5,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
4648,5,Cruzeiro,Coritiba,Formação Desconhecida,Formação Desconhecida,Cruzeiro,3,2,5,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0,5,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0
4651,5,Flamengo,Sao Paulo,Formação Desconhecida,Formação Desconhecida,Sao Paulo,0,2,5,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0,5,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4649,5,Gremio,Fluminense,Formação Desconhecida,Formação Desconhecida,Gremio,1,0,5,Gremio,0,Porcentagem Desconhecida,0,0,0,0,0,0,5,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4650,5,Corinthians,Figueirense,Formação Desconhecida,Formação Desconhecida,Figueirense,0,1,5,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0,5,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4652,5,Athletico-PR,Chapecoense,Formação Desconhecida,Formação Desconhecida,-,1,1,5,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0,5,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4655,5,Santos,Atletico-MG,Formação Desconhecida,Formação Desconhecida,Atletico-MG,1,2,5,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0,5,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0
4658,6,Flamengo,Bahia,Formação Desconhecida,Formação Desconhecida,-,1,1,6,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0
4657,6,Coritiba,Internacional,Formação Desconhecida,Formação Desconhecida,-,1,1,6,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0
4660,6,Criciuma,Chapecoense,Formação Desconhecida,Formação Desconhecida,Criciuma,1,0,6,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4662,6,Fluminense,Sao Paulo,Formação Desconhecida,Formação Desconhecida,Fluminense,5,2,6,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4663,6,Gremio,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,Gremio,2,1,6,Gremio,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
4661,6,Corinthians,Athletico-PR,Formação Desconhecida,Formação Desconhecida,-,1,1,6,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0
4665,6,Goias,Santos,Formação Desconhecida,Formação Desconhecida,-,2,2,6,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0
4664,6,Palmeiras,Figueirense,Formação Desconhecida,Formação Desconhecida,Palmeiras,1,0,6,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4666,6,Vitoria,Atletico-MG,Formação Desconhecida,Formação Desconhecida,Atletico-MG,2,3,6,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0,6,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0
4667,7,Bahia,Fluminense,Formação Desconhecida,Formação Desconhecida,Fluminense,0,1,7,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0,7,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4668,7,Sao Paulo,Gremio,Formação Desconhecida,Formação Desconhecida,Sao Paulo,1,0,7,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0,7,Gremio,0,Porcentagem Desconhecida,0,0,0,0,0,0
4671,7,Sport,Corinthians,Formação Desconhecida,Formação Desconhecida,Corinthians,1,4,7,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0,7,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0
4672,7,Athletico-PR,Coritiba,Formação Desconhecida,Formação Desconhecida,Athletico-PR,2,0,7,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0,7,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0
4670,7,Figueirense,Goias,Formação Desconhecida,Formação Desconhecida,Goias,0,1,7,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0,7,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0
4673,7,Internacional,Cruzeiro,Formação Desconhecida,Formação Desconhecida,Cruzeiro,1,3,7,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0,7,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0
4674,7,Botafogo-RJ,Vitoria,Formação Desconhecida,Formação Desconhecida,-,1,1,7,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0,7,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0
4675,7,Chapecoense,Palmeiras,Formação Desconhecida,Formação Desconhecida,Chapecoense,2,0,7,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0,7,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0
4677,8,Criciuma,Coritiba,Formação Desconhecida,Formação Desconhecida,Criciuma,1,0,8,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0,8,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0
4678,8,Palmeiras,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,Botafogo-RJ,0,2,8,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0,8,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
4680,8,Internacional,Chapecoense,Formação Desconhecida,Formação Desconhecida,Internacional,2,0,8,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0,8,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4682,8,Corinthians,Cruzeiro,Formação Desconhecida,Formação Desconhecida,Corinthians,1,0,8,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0,8,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0
4684,8,Atletico-MG,Fluminense,Formação Desconhecida,Formação Desconhecida,Atletico-MG,2,0,8,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0,8,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4683,8,Athletico-PR,Sao Paulo,Formação Desconhecida,Formação Desconhecida,-,2,2,8,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0,8,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4685,8,Flamengo,Figueirense,Formação Desconhecida,Formação Desconhecida,-,1,1,8,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0,8,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4686,8,Bahia,Santos,Formação Desconhecida,Formação Desconhecida,Santos,0,2,8,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0,8,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0
4687,9,Coritiba,Goias,Formação Desconhecida,Formação Desconhecida,Coritiba,3,0,9,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0,9,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0
4688,9,Sao Paulo,Atletico-MG,Formação Desconhecida,Formação Desconhecida,Sao Paulo,2,1,9,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0,9,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0
4689,9,Vitoria,Sport,Formação Desconhecida,Formação Desconhecida,Sport,0,1,9,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0,9,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0
4691,9,Chapecoense,Bahia,Formação Desconhecida,Formação Desconhecida,Chapecoense,2,1,9,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0,9,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0
4692,9,Cruzeiro,Flamengo,Formação Desconhecida,Formação Desconhecida,Cruzeiro,3,0,9,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0,9,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4694,9,Santos,Criciuma,Formação Desconhecida,Formação Desconhecida,Santos,2,0,9,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0,9,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0
4693,9,Fluminense,Internacional,Formação Desconhecida,Formação Desconhecida,-,1,1,9,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0,9,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0
4695,9,Figueirense,Athletico-PR,Formação Desconhecida,Formação Desconhecida,Athletico-PR,1,3,9,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0,9,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0
4697,28,Corinthians,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,-,1,1,28,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0,28,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
4656,5,Sport,Bahia,Formação Desconhecida,Formação Desconhecida,Sport,1,0,5,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0,5,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0
4709,10,Sport,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,Sport,1,0,10,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
4708,10,Coritiba,Figueirense,Formação Desconhecida,Formação Desconhecida,Figueirense,0,2,10,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4712,10,Flamengo,Athletico-PR,Formação Desconhecida,Formação Desconhecida,Athletico-PR,1,2,10,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0
4711,10,Bahia,Sao Paulo,Formação Desconhecida,Formação Desconhecida,Sao Paulo,0,2,10,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4710,10,Criciuma,Fluminense,Formação Desconhecida,Formação Desconhecida,Criciuma,3,2,10,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4714,10,Santos,Palmeiras,Formação Desconhecida,Formação Desconhecida,Santos,2,0,10,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0
4713,10,Corinthians,Internacional,Formação Desconhecida,Formação Desconhecida,Corinthians,2,1,10,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0
4715,10,Cruzeiro,Vitoria,Formação Desconhecida,Formação Desconhecida,Cruzeiro,3,1,10,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0
4717,11,Sao Paulo,Chapecoense,Formação Desconhecida,Formação Desconhecida,Chapecoense,0,1,11,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0,11,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4718,11,Figueirense,Gremio,Formação Desconhecida,Formação Desconhecida,Gremio,0,1,11,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0,11,Gremio,0,Porcentagem Desconhecida,0,0,0,0,0,0
4719,11,Atletico-MG,Bahia,Formação Desconhecida,Formação Desconhecida,-,1,1,11,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0,11,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0
4720,11,Botafogo-RJ,Coritiba,Formação Desconhecida,Formação Desconhecida,Botafogo-RJ,1,0,11,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0,11,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0
4722,11,Palmeiras,Cruzeiro,Formação Desconhecida,Formação Desconhecida,Cruzeiro,1,2,11,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0,11,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0
4721,11,Internacional,Flamengo,Formação Desconhecida,Formação Desconhecida,Internacional,4,0,11,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0,11,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4724,11,Athletico-PR,Criciuma,Formação Desconhecida,Formação Desconhecida,Athletico-PR,2,0,11,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0,11,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0
4725,11,Fluminense,Santos,Formação Desconhecida,Formação Desconhecida,Fluminense,1,0,11,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0,11,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0
4728,12,Cruzeiro,Figueirense,Formação Desconhecida,Formação Desconhecida,Cruzeiro,5,0,12,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4727,12,Santos,Chapecoense,Formação Desconhecida,Formação Desconhecida,Santos,3,0,12,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4729,12,Criciuma,Vitoria,Formação Desconhecida,Formação Desconhecida,Vitoria,1,3,12,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Vitoria,0,Porcentagem Desconhecida,0,0,0,0,0,0
4730,12,Bahia,Internacional,Formação Desconhecida,Formação Desconhecida,Internacional,0,1,12,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0
4734,12,Sport,Atletico-MG,Formação Desconhecida,Formação Desconhecida,Sport,2,1,12,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0
4731,12,Goias,Sao Paulo,Formação Desconhecida,Formação Desconhecida,Goias,2,1,12,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0
4733,12,Corinthians,Palmeiras,Formação Desconhecida,Formação Desconhecida,Corinthians,2,0,12,Corinthians,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0
4732,12,Athletico-PR,Fluminense,Formação Desconhecida,Formação Desconhecida,Fluminense,0,3,12,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0
4736,12,Gremio,Coritiba,Formação Desconhecida,Formação Desconhecida,Coritiba,2,3,12,Gremio,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0
4735,12,Flamengo,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,Flamengo,1,0,12,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0,12,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
4737,13,Botafogo-RJ,Cruzeiro,Formação Desconhecida,Formação Desconhecida,-,1,1,13,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0,13,Cruzeiro,0,Porcentagem Desconhecida,0,0,0,0,0,0
4738,13,Sao Paulo,Criciuma,Formação Desconhecida,Formação Desconhecida,-,1,1,13,Sao Paulo,0,Porcentagem Desconhecida,0,0,0,0,0,0,13,Criciuma,0,Porcentagem Desconhecida,0,0,0,0,0,0
4740,13,Palmeiras,Bahia,Formação Desconhecida,Formação Desconhecida,-,1,1,13,Palmeiras,0,Porcentagem Desconhecida,0,0,0,0,0,0,13,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0
4741,13,Chapecoense,Flamengo,4-4-2,4-2-3-1,Chapecoense,1,0,13,Chapecoense,0,35%,280,19,4,0,0,8,13,Flamengo,0,65%,509,13,1,0,1,5
4743,13,Figueirense,Sport,Formação Desconhecida,Formação Desconhecida,Figueirense,3,0,13,Figueirense,0,Porcentagem Desconhecida,0,0,0,0,0,0,13,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0
4745,13,Fluminense,Goias,Formação Desconhecida,Formação Desconhecida,Fluminense,2,0,13,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0,13,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0
4744,13,Internacional,Santos,Formação Desconhecida,Formação Desconhecida,Internacional,1,0,13,Internacional,0,Porcentagem Desconhecida,0,0,0,0,0,0,13,Santos,0,Porcentagem Desconhecida,0,0,0,0,0,0
4746,13,Atletico-MG,Athletico-PR,Formação Desconhecida,Formação Desconhecida,Atletico-MG,3,1,13,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0,13,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0
4716,10,Chapecoense,Atletico-MG,Formação Desconhecida,Formação Desconhecida,-,1,1,10,Chapecoense,0,Porcentagem Desconhecida,0,0,0,0,0,0,10,Atletico-MG,0,Porcentagem Desconhecida,0,0,0,0,0,0
4748,14,Bahia,Goias,Formação Desconhecida,Formação Desconhecida,Bahia,1,0,14,Bahia,0,Porcentagem Desconhecida,0,0,0,0,0,0,14,Goias,0,Porcentagem Desconhecida,0,0,0,0,0,0
4749,14,Fluminense,Coritiba,Formação Desconhecida,Formação Desconhecida,-,1,1,14,Fluminense,0,Porcentagem Desconhecida,0,0,0,0,0,0,14,Coritiba,0,Porcentagem Desconhecida,0,0,0,0,0,0
4750,14,Flamengo,Sport,Formação Desconhecida,Formação Desconhecida,Flamengo,1,0,14,Flamengo,0,Porcentagem Desconhecida,0,0,0,0,0,0,14,Sport,0,Porcentagem Desconhecida,0,0,0,0,0,0
4752,14,Athletico-PR,Botafogo-RJ,Formação Desconhecida,Formação Desconhecida,Athletico-PR,2,0,14,Athletico-PR,0,Porcentagem Desconhecida,0,0,0,0,0,0,14,Botafogo-RJ,0,Porcentagem Desconhecida,0,0,0,0,0,0
